policy,demo,start_step,horizon,xyz_error_mm_mean,xyz_error_mm_final,z_error_mm_mean,z_error_mm_min,gripper_abs_error_mean,pred_gripper_max,gt_gripper_max
mpd_state,demo_001,23,12,12.145497846752557,10.983747849755321,-11.613917847474417,-15.308111906051636,0.1588660329580307,1.0674514770507812,1.0
mpd_state,demo_001,34,12,8.021697240733364,7.72074528994272,1.5091771880785625,-5.209475755691528,0.06716332832972209,1.0745313167572021,1.0
mpd_state,demo_001,46,12,15.140572495982981,14.462347394859423,-5.581289529800415,-10.219931602478027,0.00980892280737559,1.0196819305419922,1.0
mpd_state,demo_001,57,12,12.794019187767175,29.921003494528954,5.556277930736542,-0.692903995513916,0.03864331046740214,1.0656768083572388,1.0
mpd_state,demo_001,69,12,8.984587391031601,5.024706621223737,-5.959401528040568,-8.324086666107178,0.17480790118376413,0.8381010293960571,0.0
mpd_state,demo_001,80,12,12.448128761250405,20.869810559053054,3.541735311349233,-12.00827956199646,0.14540501435597739,0.42771077156066895,0.0
mpd_state,demo_002,0,12,12.239248065556945,27.56794328283608,-2.839470903078715,-26.422828435897827,0.014465756714344025,0.0011419951915740967,0.0
mpd_state,demo_002,12,12,26.31990702590263,35.55989426775037,-23.182814319928486,-29.22007441520691,0.4008789137005806,0.9924787282943726,0.0
mpd_state,demo_002,25,12,7.456333757750964,12.26634334408639,1.6926676034927368,-1.246422529220581,0.0926224837700526,1.0560771226882935,1.0
mpd_state,demo_002,37,12,21.24210275374945,43.22145198233523,0.290083388487498,-8.382827043533325,0.08979100982348125,1.1449939012527466,1.0
mpd_state,demo_002,50,12,12.492611495590817,19.261034416854333,2.0257607102394104,-16.276627779006958,0.020262151956558228,1.0459703207015991,1.0
mpd_state,demo_002,62,12,11.205680452014901,13.564625367571784,-3.396831452846527,-5.647927522659302,0.030310516556104023,1.0544486045837402,1.0
mpd_state,demo_002,75,12,7.309875662361292,11.693498944079842,2.5160486499468484,0.3281235694885254,0.19806190331776938,0.8999069929122925,1.0
mpd_state,demo_002,87,12,9.391641169136726,16.693593099555383,-7.1317752202351885,-12.947320938110352,0.12295591086149216,0.7304981350898743,0.0
mpd_state,demo_003,0,12,12.992431775809056,6.64276150859127,7.014602422714233,-4.671752452850342,0.02275983492533366,-0.0006504058837890625,0.0
